TM26	355.44	36.83	270.00	500k	TC33X
TM27	338.33	85.94	0.00	500k	TC33X
TM28	356.45	23.11	270.00	500k	TC33X
TM29	355.60	85.44	0.00	500k	TC33X
TM3	98.14	52.07	270.00	500k	TC33X
TM30	354.93	9.40	270.00	500k	TC33X
TM4	63.25	85.44	0.00	500k	TC33X
TM5	96.61	36.83	270.00	500k	TC33X
TM6	79.50	85.94	0.00	500k	TC33X
TM7	97.63	23.11	270.00	500k	TC33X
TM8	96.77	85.44	0.00	500k	TC33X
TM9	96.10	9.40	270.00	500k	TC33X
U$10	97.79	44.20	0.00	LTC6081	MSOP-8_MS
U$11	71.63	86.61	90.00	LTC6081	MSOP-8_MS
U$12	98.81	29.97	0.00	LTC6081	MSOP-8_MS
U$13	88.90	86.11	90.00	LTC6081	MSOP-8_MS
U$14	98.81	16.26	0.00	LTC6081	MSOP-8_MS
U$15	104.65	85.60	90.00	LTC6081	MSOP-8_MS
U$16	227.33	44.20	0.00	LTC6081	MSOP-8_MS
U$17	201.17	86.61	90.00	LTC6081	MSOP-8_MS
U$18	228.35	29.97	0.00	LTC6081	MSOP-8_MS
U$19	218.44	86.11	90.00	LTC6081	MSOP-8_MS
U$2	48.26	9.40	0.00	MCP2551	SOIC-08
U$20	228.35	16.26	0.00	LTC6081	MSOP-8_MS
U$21	234.19	85.60	90.00	LTC6081	MSOP-8_MS
U$22	177.80	9.40	0.00	MCP2551	SOIC-08
U$23	204.47	10.67	270.00	MCP6002SOIC	SOIC-08
U$24	171.70	63.75	90.00	LTC6081	MSOP-8_MS
U$25	162.81	51.31	180.00	LTC6081	MSOP-8_MS
U$26	227.84	59.94	0.00	LTC6081	MSOP-8_MS
U$27	185.42	86.61	90.00	LTC6081	MSOP-8_MS
U$3	74.93	10.67	270.00	MCP6002SOIC	SOIC-08
U$30	356.62	44.20	0.00	LTC6081	MSOP-8_MS
U$31	330.45	86.61	90.00	LTC6081	MSOP-8_MS
U$32	357.63	29.97	0.00	LTC6081	MSOP-8_MS
